jpyj	戒严
xbbk	新兵
xbvi	新制
xmqi	闲气
xbjb	新近
xbde	新的
xbcy	新村
qbbf	亲本
xbji	新机
xblz	新楼
lssf	冷森森
vbqn	郑板桥
xbxn	新校
xmui	闲适
zyxk	遵行
xbfj	新翻
xbke	新科
xmpm	闲篇
xbvj	新站
xbyi	新意
xbjn	新交
zyqb	尊亲
zyyj	尊颜
dmli	奠立
qbru	亲如
xbfu	新妇
qbdd	亲代
xbil	新创
qbvr	亲传
xbxq	新修
xbrf	新任
xbyu	新余
zyww	尊位
qqjm	遒健
xbrf	新人
vpxm	装配线
xbyt	新约
xbxl	新乡
xblv	新绿
qbyr	亲缘
xbyi	新衣
xbui	新诗
xbvu	新主
xbke	新课
zyww	尊为
ggld	盖棺论定
xmhx	闲话
xblh	新郎
zbly	资本论
qblv	亲率
uzqi	首期
uzgs	首功
gezi	阁子
ijiu	产出
ijyr	产院
ijxm	产险
jiii	疾驰
jiui	疾驶
dcgr	道观
jibf	疾奔
dcpo	道破
qiwl	前程万里
dcfu	道服
dcui	道士
jizz	疾走
jilw	疾雷
dcih	道场
bzdh	半自动化
uzkd	首开
ijpy	冲积平原
jisu	疾速
bxbb	并行不悖
dcuh	道上
jibu	疾步
duhj	单身汉
dcfa	道法
ijpo	产婆
lpuv	六盘水
ijyz	产油
dcgl	道光
dcmk	道明
mljg	美利坚合众国
geyr	阁员
jihu	疾呼
uzie	首车
dcbm	道边
jifg	疾风
jccg	决策层
yxuu	意向书
uzfa	首发
uzww	首尾
uzfw	首飞
tglm	疼怜
ijmw	产煤
ijll	产粮
dcjx	道家
uzjx	首家
uzfu	首富
ylum	意乱神迷
ymuj	羊毛衫
yjrs	颜容
ijqm	产钳
iirj	痴然
uzmk	首名
uzgh	首钢
luym	立身扬名
ldkq	立等可取
iizv	痴醉
yjlg	颜筋柳骨
uzmw	首枚
dcuu	道术
uzji	首季
tdch	头等舱
ijig	产程
dhgr	单簧管
uzbu	首部
dcph	道旁
liji	痢疾
bkbw	背靠背
dcmf	道门
ijfu	产妇
xudd	新生代
geln	阁僚
uzli	首例
uzge	首个
uzih	首倡
yjti	颜体
dcia	道岔
dcrf	道人
dcjk	道经
uzji	首级
uzvh	首张
dcts	道统
uzdu	首度
ijil	产床
uzfu	首府
lixl	立项
ytui	阅世
dpkl	道旁苦李
lyyr	疗养院
limm	立面
libw	立碑
ttnn	头头脑脑
lijn	立脚
bmmj	闭门觅句
qqfy	拳拳服膺
lidi	立地
ffdd	疯疯颠颠
livi	立志
lqwk	六亲无靠
ddvv	端端正正
lixx	立下
livg	立正
jmhz	将门虎子
iymm	疮痍满目
lidh	立党
liui	立时
zill	总产量
lixm	立显
yyyh	养痈遗患
lisi	立嗣
livz	立轴
xwjp	新闻界
livh	立账
liyi	立异
liye	立业
uuuu	闪闪烁烁
cujx	慈善家
bjsd	半决赛
tyhf	童颜鹤发
lixm	立宪
zvuj	遵章守纪
xwue	新闻社
dyif	羝羊触藩
zifb	资产负债表
dmdh	单门独户
ytbk	阅兵
ijyh	阐扬
liui	立誓
ligv	立柜
liug	立升
pjvm	盘
lidg	立等
xwpm	新闻片
liuf	立身
xxdd	羞羞答答
liww	立委
xwgc	新闻稿
liyi	立意
lijt	立决
lixb	立新
yhyh	痒痒
qtru	阙如
ttdc	剃头刀
tyxi	童养媳
zivi	总产值
limk	立命
xxrl	新新人类
lixl	立像
lirf	立人
livu	立住
xwzu	新闻组
qtyi	阙疑
gdmn	关帝庙
bmxk	闭门谢客
liuo	立说
lily	立论
jmyk	兼营
jmts	兼通
vllm	妆奁
qmze	歉仄
jmai	兼爱
jmys	兼用
vldm	妆点
jmju	兼具
jmvi	兼治
jmtk	兼听
jmbj	兼办
qmuz	歉收
jmvi	兼之
hfyb	痕印
vlui	妆饰
qmnm	歉年
qruz	亲如手足
vlbj	妆扮
uzih	瘦长
jmig	兼程
jmgr	兼管
bvqj	敝帚千金
jmia	兼差
uzji	瘦瘠
qmyi	歉意
qmjq	歉疚
uzbp	瘦瘪
uzuz	瘦瘦
xjnl	新嫁娘
jmyz	兼优
jmxq	兼修
jmke	兼课
jmui	兼施
yijy	益菌
lghy	冷荤
cfzi	凑份子
yiyh	益阳
ujiu	闪出
fryr	疯人院
lgdv	冷对
yiyz	益友
ujcy	闪存
lgmm	冷面
yiuz	益寿
vhxm	彰化县
lhcd	六合彩
lgyu	冷雨
ujji	闪击
lgul	冷霜
lgcj	冷餐
shum	送货上门
lgse	冷涩
vyui	准是
lgic	冷嘲
lgjb	冷噤
lgga	冷轧
lgqn	冷峭
vyww	准尉
zgsi	总公司
yifa	益发
lghj	冷焊
lghd	冷害
vydk	准定
ujke	闪客
xhue	新华社
igxn	产供销
lgfg	冷锋
yinn	益鸟
lgqr	冷泉
drwu	单人舞
ujui	闪失
lguj	冷杉
uvlz	商住楼
yivi	益智
yiiu	益处
ujuf	闪身
xrxu	新人新事
lgbk	冷冰
gtbv	关停并转
vyjl	准将
lgmw	冷媒
favi	阀值
vyxm	准线
lgso	冷缩
vydu	准度
zhju	总会计师
lgku	冷库
jrgm	兼弱攻昧
bwyb	背阴
dijl	递降
bwif	北辰
bwmm	北面
nkig	凝成
tixu	剃须
axbc	癌细胞
nkjn	凝胶
nkvi	凝脂
bwdi	背地
bwyy	背运
bwql	背墙
jiqq	冀求
bwnj	北南
bwgo	背过
xjyr	新纪元
bwjk	背静
bwya	北亚
nkbi	凝碧
nkmz	凝眸
bwuh	北上
jipj	冀盼
cixi	慈溪
bwji	背脊
nkvu	凝注
bwui	背时
ziri	兹日
bwgo	北国
dijx	递加
nksi	凝思
jitu	冀图
bwan	北岸
bwvz	北周
bjfq	弊绝风清
ihdg	闯红灯
nkhj	凝寒
nkdk	凝定
bwmk	北冥
bwss	北宋
dibu	递补
nkrj	凝然
bwjn	背角
bwqi	背鳍
bwdc	北岛
bwfj	背反
bwtz	背投
bwqi	背气
nkxl	凝想
bmuc	辫梢
bwbj	背板
bwlu	北麓
diug	递升
ziug	孳生
cihe	慈和
nkxp	凝血
bwlz	背篓
bwww	北魏
nkds	凝冻
bwts	背痛
bwdr	北端
ciyj	慈颜
cigu	慈姑
tidc	剃刀
dixi	弟媳
difu	弟妇
bwfa	北伐
bwdr	北段
zjhv	总结会
nkhe	凝合
bwce	北侧
cifu	慈父
bwrf	背人
nkhx	凝华
bwxb	背信
bwww	北纬
nkso	凝缩
lssi	凉丝丝
tidu	剃度
bwqi	北齐
dibm	递变
jivz	冀州
lqyi	六艺
lhyr	阆苑
xhgm	辛亥革命
llyc	凉药
mfzi	门子
mflm	门联
mfxm	门限
mfdv	门对
lltd	凉台
mfba	门巴
bmnj	辩难
lqda	六大
lqig	六成
mftk	门厅
mflm	门脸
lqfu	六腑
bjig	北京城
mfql	门墙
lqui	六十
xbww	辛未
mfdy	门墩
yuxt	意识形态
jyjs	疾言遽色
mfii	门齿
bmqk	辨清
bmmk	辩明
mfli	门里
lqri	六日
nchs	闹哄
mfhc	门号
lqsi	六四
nczw	闹贼
lluj	凉山
xbiz	辛丑
llff	凉粉
blsd	辩论赛
nczd	闹灾
mfee	门额
lqan	六安
mflm	门帘
bmse	辨色
lqxy	六旬
mfgr	门馆
mfdk	门钉
mfer	门儿
jywu	交谊舞
llqi	凉气
uxvg	首席执行官
bmbd	辩白
llre	凉热
mfkl	门框
xbsr	辛酸
dfji	单放机
mflz	门楼
llvf	凉枕
bmxi	辨析
lqgf	六根
mfur	门栓
mfvu	门柱
lltz	凉透
mfpd	门牌
lqvs	六种
yuxp	瘀血
bmif	辩称
mfdz	门斗
llyi	凉意
bwbb	半文半白
lqqb	六亲
mffa	门阀
lqhe	六合
lqyu	六欲
lqji	六级
lqdu	六度
mfdm	门店
ncui	闹市
bmsu	辩诉
llil	凉床
bmuo	辩说
lqiu	六畜
hvyu	毁于
hvyu	毁誉
hvjb	毁尽
hvlj	毁烂
hvhd	毁害
xumu	姓甚名谁
mwvi	媒质
hvlb	毁林
jiqp	姬妾
mwuo	媒妁
qyhv	群英会
rhsj	如花似锦
hvuh	毁伤
mwrf	媒人
hvqi	毁弃
wsgd	丸散膏丹
hccd	好菜
hcug	好胜
hcbu	好不
hcee	好恶
hcjq	好酒
hcjk	好景
hcji	好几
hcds	好懂
rdyh	如堕烟海
hczi	好字
tajx	她家
hcxn	好销
hcfj	好饭
hcvc	好找
hcqi	好气
hcde	好的
hcuz	好手
hcvc	好招
hcji	好极
hcxl	好想
hcyh	好样
hcug	好生
hcwf	好闻
hctz	好头
hcwf	好问
hcui	好使
hcge	好个
tamf	她们
hcui	好诗
hchx	好话
jiro	即若
jiho	即或
jing	既能
numa	驽马
jizd	即在
jifw	既非
jier	既而
jiig	即成
jida	即达
jiys	即用
uiyu	始于
jibu	既不
nujl	怒江
nutc	怒涛
nuic	怒潮
nuhd	怒海
jixk	即兴
jiui	即时
jiui	既是
jijk	即景
nuii	怒叱
hxlt	好戏连台
jimo	即墨
jiyi	既已
uifa	始发
jiyi	即以
uiye	始业
nujx	奴家
uizu	始祖
nudy	驽钝
jiui	即逝
jixk	即行
jide	既得
nujm	弩箭
jiwh	既往
nuyi	怒意
nudc	怒道
uijm	始建
uiil	始创
jihv	即会
jibm	即便
jiww	即位
nuhx	奴化
jilk	即令
nugs	弩弓
jiyk	即应
jiww	即为
jike	即刻
guzi	姑子
rzyu	如左右手
guvh	姑丈
qxvl	群雄逐鹿
qebd	群而不党
gupo	姑婆
jsxu	九三学社
dghn	刀耕火耨
dghv	刀耕火种
qwqd	群威群胆
gujq	姑舅
rrhg	忍辱含垢
gufu	姑父
gumu	姑母
ndhl	奶黄
kfqu	垦区
tvgg	退耕
tver	退而
tvci	退磁
jpvh	姐丈
kfdi	垦地
tvzz	退走
tvdc	退到
kfvi	垦殖
ndpb	奶品
tvtr	退团
ndvc	奶罩
tvbd	退败
tvju	退居
tvho	退火
tvuz	退守
ndmk	奶名
jper	姐儿
tvya	退押
ndbd	奶白
kfto	恳托
kfvi	恳挚
tvia	退查
tvdi	退敌
kfvs	垦种
tvgc	退稿
tvyi	退意
tvqb	退亲
rjrq	如胶如漆
tvbc	退保
tvdm	退佃
tvho	退伙
tvww	退位
tvgw	退给
tvli	退离
kfqk	恳请
jmgs	建工
jmgs	建功
napi	那匹
xyyi	寻医
xyfh	寻芳
xyxi	寻隙
xyiu	寻出
jiyr	妓院
jmxm	奸险
xixi	嬉戏
xyhr	寻欢
namm	那面
jmig	建成
xiiy	嬉春
xyvi	寻址
jmqi	建起
xyso	寻索
jmdz	建都
jmfu	奸夫
xydc	寻到
jmyu	建于
jmvg	建政
xyui	寻事
jmee	奸恶
xysi	寻死
xiuv	嬉水
jmhx	奸滑
naui	那是
xyhu	寻呼
navi	那只
jmvi	建置
jmgo	建国
naqu	那曲
nafu	那幅
jmwh	建网
jmvh	建账
jmqk	奸情
jmui	奸尸
jmjy	建军
jman	建安
naju	那句
jmvi	建制
naso	那所
jmmo	建模
jmuu	建树
jmdh	建档
xyia	寻查
xyji	寻机
jmgz	建构
xymg	寻梦
nabj	那般
napm	那片
gzhe	媾和
nafj	那番
jmxn	奸笑
xixn	嬉笑
jmww	建委
natz	那头
jmvj	建站
xywf	寻问
jmuh	奸商
jmjn	建交
xyqb	寻亲
xinc	嬉闹
hsjq	婚丧嫁娶
naqy	那群
lcye	姥爷
numf	女士们
xyyz	寻幽
jmji	奸计
nazo	那座
nfya	嫩芽
nfjk	嫩茎
nfmn	嫩苗
nfhl	嫩黄
yivh	姨丈
nffu	嫩肤
yifu	姨夫
nfqk	嫩青
yjli	妍丽
nfjl	嫩江
nfxn	嫩小
nfye	嫩叶
jbjm	君不见
hmxk	毁灭性
jlvi	既来之
nfvi	嫩枝
xuuf	寻事生非
nfmw	嫩美
yifu	姨父
yjhs	嫣红
yimu	姨母
xpui	嬉皮士
nmhm	怒目横眉
bclo	剥落
sujk	肃敬
mnyc	妙药
bxjj	剥削阶级
dxmm	刀削面
bcto	剥脱
bcqu	剥去
bxve	剥削者
bckd	剥开
dddc	逮到
jxll	娇小玲珑
mnli	妙丽
hxbj	好学不倦
suqk	肃清
nyxu	奶油小生
ycmk	姚明
luyk	录影
mnpb	妙品
mnyu	妙喻
mnqu	妙曲
liuu	隶书
lizi	隶字
jxvz	即兴之作
bcui	剥蚀
sufj	肃反
mnwu	妙舞
jyll	奸淫掳掠
mnqi	妙棋
mnji	妙极
xyjm	巡洋舰
mnce	妙策
mnda	妙答
lugs	录供
mnvr	妙传
mnyu	妙语
mnjt	妙诀
lizu	隶卒
icfw	剿匪
hrzi	好日子
iciu	剿除
ichu	巢湖
icju	巢居
ihln	娼寮
icua	剿杀
jjuq	即景生情
ruww	如是我闻
ihfu	娼妇
vcmu	召募
ruho	如获
ucyh	邵阳
xugo	絮聒
xhtd	寻呼台
uunj	恕难
ruce	如厕
rugu	如故
tnyc	迢遥
ruyu	如雨
ruww	如未
rulw	如雷
vcdc	召到
ruyi	如一
ruhx	如画
jrli	娟丽
rujq	如旧
ruuv	如水
ruih	如常
ruvu	如注
ruui	如是
ruyu	如遇
rugv	如归
ruyb	如因
vchv	召回
ruuj	如山
xufj	絮烦
ruho	如火
ruuf	如神
rujk	如镜
ruxl	如想
xhji	寻呼机
ruyc	如要
ruru	如入
ruqm	如前
ruci	如次
vcji	召妓
tntn	迢迢
rxrd	如兄如弟
ruyu	如欲
vcji	召集
vcyb	召引
ruvi	如织
ruui	如诗
xuyu	絮语
ruww	如为
yuji	娱记
ruxu	如许
xuuo	絮说
jqzi	舅子
xldv	巡逻队
xbyr	巡边员
ybqb	姻亲
jqgu	舅姑
rfge	如风过耳
hrwi	好肉剜疮
ujuj	姗姗
yyrx	妖由人兴
duju	刀山剑树
dcgs	刀工
mwho	媚惑
uuyc	鼠药
uubw	鼠辈
dcmm	刀面
mwtd	媚态
uudj	鼠胆
ufdi	始发地
dcxx	刀下
dcdz	刀豆
qqdf	群情鼎沸
mwyj	媚眼
dcju	刀具
dcjm	刀尖
dcxt	刀削
dckz	刀口
dcjx	刀架
mwgu	媚骨
mwyt	媚悦
uuff	鼠粪
uuhd	鼠害
rxhl	忍心害理
uucr	鼠窜
dcju	刀锯
dcba	刀把
dcbk	刀兵
mwqi	媚气
dcuu	刀术
dcuf	刀身
dcbi	刀笔
dcjm	刀箭
dctz	刀头
ufvj	始发站
uuyi	鼠疫
yjuu	鼹鼠
fwpb	妃嫔
dcrf	刀刃
dcfu	刀斧
dcuh	刀伤
dcke	刀刻
lktd	灵台
lkhv	灵慧
lkta	灵塔
lkjk	灵境
lkth	灵堂
lkmk	灵明
lkfj	灵幡
lkuj	灵山
lkgk	灵怪
lkxk	灵性
lkqb	灵寝
lkmc	灵猫
lkpg	灵棚
lkji	灵机
lkjp	灵杰
lkih	灵长
lkxq	灵秀
lkpd	灵牌
lkfu	灵符
lkqm	灵前
lkts	灵童
lkmn	灵妙
lklk	灵灵
lkyk	灵应
lkil	灵床
lkfu	灵府
xyyi	巡弋
ufzi	婶子
xyfh	巡防
xyxk	巡幸
jxdc	嫁到
xytm	巡天
xygg	巡更
hryi	好容易
wjuy	婉顺
xyuc	巡哨
xuyr	巡视员
xybm	巡边
wjqu	婉曲
xyfg	巡风
xygr	巡官
xyia	巡察
wjrj	婉然
uqgd	鼠窃狗盗
uqgt	鼠窃狗偷
wjju	婉拒
xybu	巡捕
jxdn	嫁掉
xyjm	巡检
xyxk	巡行
jxru	嫁入
jxvl	嫁妆
vvjl	召之即来
ufuf	婶婶
jxrf	嫁人
hjun	毁家纾难
ufmu	婶母
xyji	巡缉
wjxp	婉谢
xyye	巡夜
wjyj	婉言
ylih	娱乐场
djdh	刀锯鼎镬
hylk	婚龄
hyvc	婚照
nehi	努尔哈赤
nego	女儿国
hydm	婚典
hynw	婚内
hwqk	婚外情
hyuu	婚书
hywd	婚外
hyug	婚生
rlmy	如狼牧羊
hygz	婚媾
hyjx	婚嫁
rjdx	如解倒悬
hyjx	婚假
nemf	娘儿们
jneh	九牛二虎
nvpb	奶制品
zjtr	杂技团
mudq	妙手丹青
jqvx	九泉之下
rnfi	如牛负重
jijy	即插即用
xaui	巡按使
zayi	杂艺
zayr	杂院
hmny	好梦难圆
zabo	杂驳
ridb	如椽大笔
zafw	杂肥
zays	杂用
zada	杂沓
zaho	杂活
zapb	杂品
zaui	杂史
zauu	杂书
zarz	杂糅
zazi	杂字
zajb	杂锦
xvvy	寻枝摘叶
zabj	杂拌
zamu	杂木
zawu	杂务
zacz	杂凑
zavg	杂症
rzri	如醉如痴
zajm	杂件
zaui	杂食
zadm	杂店
zaui	杂市
zaji	杂记
zauo	杂说
qylo	群落
qyfh	群芳
qyju	群聚
jqda	九大
ycyj	妖艳
jnyj	娇艳
jyxm	郡县
qyqi	群起
jnug	娇声
zifu	姊夫
jnli	娇丽
jnqi	娇妻
jqii	臼齿
jnxn	娇小
jqvz	九洲
qyxm	群贤
jvui	建筑师
jqpb	九品
qytr	群团
jqqu	九曲
qydn	群雕
ycfg	妖风
qyfg	群峰
jnhj	娇憨
qyiz	群丑
qyqk	群情
eemw	娥眉
jqjp	九届
jngr	娇惯
jyuz	郡守
zpjy	杂牌军
jnke	娇客
jyan	君安
jnrs	娇容
xkui	姓氏
jner	娇儿
jqqr	九泉
ycmw	妖魅
jyqr	君权
huug	好生生
ycye	妖冶
jnmw	娇美
qyjn	群交
ycdc	妖道
jnhc	娇好
qyhy	群婚
zizi	姊姊
jymk	君命
qyxl	群像
jqff	九分
qyji	群集
qyzu	群组
jnro	娇弱
jnzs	娇纵
lmdu	灵敏度
qymh	群氓
qyly	群论
ycyj	妖言
rwqu	如闻其声
xmya	娴雅
dizi	嫡子
xmxi	嫌隙
diiu	嫡出
pbfu	姘夫
xmjk	娴静
lydd	录音带
jnli	姣丽
xmee	嫌恶
dipd	嫡派
xmji	嫌忌
xmzg	嫌憎
xmyr	嫌怨
xmfj	嫌犯
rqsu	如前所述
dixi	嫡系
jnmw	姣美
niis	怒冲冲
hddr	好端端
jvlv	建章立制
diqb	嫡亲
jnhc	姣好
pbfu	姘妇
fdrj	妇道人家
dimu	嫡母
xqfy	寻亲访友
nvxp	女鞋
nvdv	女队
nvys	女用
nvug	女声
nvvf	女贞
nvxk	女星
nvui	女史
nvtr	女团
funj	妇男
nvui	女尸
nvjx	女家
nvbb	女宾
nvjn	女角
nvde	女的
jjge	九九歌
nvxn	女校
fude	妇德
hhxu	好好先生
zmpm	姊妹篇
nvjl	女将
fudc	妇道
nvwa	女娲
nvzd	女仔
nvyz	女优
furf	妇人
nvhs	女红
fuyz	妇幼
nlvu	奴隶主
jrug	九儒十丐
lxdd	录像带
hrjx	好人家
zhpu	杂货铺
lxji	录像机
vjrf	召集人
zhdm	杂货店
uvby	始终不渝
mjur	妙绝时人
xyfj	嫌疑犯
xyrf	嫌疑人
wjyc	丸药
rfru	忍辱
rfve	忍者
rfxx	忍下
rfju	刃具
qyth	群言堂
rfkz	刃口
fhhd	妨害
myjy	妙语解颐
nler	娘儿
jvvi	君主制
rfts	忍痛
duyi	妒意
jvlv	君主立宪制
myrv	妙语如珠
nljq	娘舅
duji	妒嫉
kthv	恳谈会
nvrf	女主人
wjji	丸剂
ujbm	嬗变
gsqi	供其
jpqu	借取
gsvi	供职
gsiu	供出
bhsl	傍花随柳
ylks	伊莱克斯
hgih	化工厂
ddgg	代耕
jpgu	借故
ddys	代用
jpvi	借支
gsxu	供需
jmyt	僭越
jpjb	借进
ddmd	代卖
jpke	借壳
yste	伊斯坦布尔
ddkc	代考
ddkd	代开
xsdy	休斯顿
jpdc	借到
gsui	供事
bsmd	俾斯麦
ddbu	代步
gsvo	供桌
ddli	袋里
vqyj	众擎易举
gsgo	供果
jpyu	借喻
jpie	借车
qglt	全攻略
elgh	俄勒冈
jpuu	借书
ddfa	代发
jpyi	借以
jpho	借火
dduu	代数
ddvi	代之
gsan	供案
gsuf	供神
txlv	停薪留职
gsxn	供销
jpmk	借名
ddjb	代金
dgxj	倒戈卸甲
gsqi	供气
jpju	借据
ddhr	代换
gsre	供热
fauu	伐树
jpji	借机
hqxe	何其相似乃尔
gsuu	供述
ddxk	代行
jpis	借重
jpzi	借自
rqzl	任其自流
jpde	借得
fmte	佛蒙特
gsgc	供稿
yslj	伊斯兰
rujm	人世间
jpwf	借问
ddjn	代交
jpdc	借道
jpyt	借阅
jpdd	借贷
brbi	八荣八耻
ddih	代偿
yulv	伛偻
jpww	借位
jpvu	借住
iuji	创世纪
ddlv	黛绿
gsgw	供给
xsdv	休斯敦
ddxu	代序
jpdu	借读
jpdn	借调
gsci	供词
ddpc	代庖
gsrf	供认
jpfh	借方
ddfh	贷方
ilui	创世
iliu	创出
zdji	仔鸡
bxtc	保险套
qeet	倾耳而听
tays	他用
vsve	追随者
ilxx	创下
ilkz	创口
tago	他国
tali	他力
iljm	创见
tajx	他家
bxjb	保险金
chcu	仓猝
tanm	他年
taso	他所
tade	他的
bxgv	保险柜
taxl	他想
gzge	公子哥儿
taiu	他处
illi	创利
tawu	他物
bxxl	保险箱
iluv	创税
talv	他律
fgfu	分隔符
ilhf	创痕
chuu	仓鼠
talx	他俩
yqfu	仰取俯拾
bxfw	保险费
taxl	他乡
bxsi	保险丝
ilbm	创编
chfh	仓房
tauo	他说
chzu	仓卒
zdiu	仔畜
tafh	他方
jyya	俊雅
gsmu	公墓
gsyk	公营
gsle	公了
gsln	公聊
gsji	公鸡
gsyz	公有
gsli	公厘
gsli	公历
gsfu	公服
gsgu	公股
jbji	仅及
wgig	瓮城
gsui	公示
gsyr	公元
gskc	公考
gsli	公理
gsui	公事
jbvj	仅占
gsfa	公法
gsyj	公演
gspd	公派
gshd	公海
gsju	公举
jbui	仅是
gsyk	公映
gsqi	公器
jbvi	仅只
gsuu	公署
gsbj	公办
gswh	公网
xmyj	信马由缰
gsdr	公断
gshd	公害
gsjx	公家
gsuf	公审
jbrs	仅容
jbgz	仅够
gsgr	公馆
gsbc	公报
gsdj	公担
gstv	公推
jbvi	仅指
gsqr	公权
siji	俟机
yykj	余勇可贾
ymkd	倚马可待
gssi	公私
gsdi	公敌
gsde	公德
gsxr	公选
jbde	仅得
gsji	公积
gsif	公称
gswu	公物
jbug	仅剩
ymqy	倚马千言
gspj	公判
gsjt	公决
gsli	公立
gsth	公帑
wggu	翁姑
wgao	翁媪
jbgs	仅供
gsjx	公假
ygfi	仰观俯察
gsdp	公爹
gsxb	公信
ssdu	颂读
gsue	公设
gsfh	公房
gssu	公诉
jylh	俊郎
gsrf	公认
gsly	公论
gsiu	公畜
zogs	做功
ywsn	亿万斯年
zoxi	做戏
yzrz	优柔
zoda	做大
bmwf	八面威风
zouz	做寿
sgfj	颂古非今
vhdj	仗胆
yzug	优胜
vbvb	追奔逐北
zolm	做脸
fudi	伏地
tdqq	贪大求全
yitm	倚天
yzyu	优于
fuxx	伏下
rcvj	人存政举
fuhu	伏虎
rzjh	人在江湖
guce	估测
fuxy	伏汛
zopd	做派
zojq	佐酒
yzyz	优游
fuhj	伏旱
yzyu	优遇
mzdx	命在旦夕
drvs	段中
vgqi	传感器
jgyj	借古喻今
fuzv	伏罪
tdsj	体大思精
jdme	伽达默尔
kduj	侃大山
zovh	做账
bdlk	八达岭
yzyi	优异
vhui	仗恃
lnuu	僚属
anjx	俺家
zowj	做完
vdui	传达室
zoke	做客
yzyu	优裕
fgqm	俸钱
pdju	俳句
eklm	俄克拉荷马
runf	人寿年丰
gyvi	公有制
yzhu	佑护
rfmu	人非木石
lnji	僚机
yzdd	优待
yzug	优生
yiis	倚重
bkli	伯克利
fute	伏特
zoqb	做亲
guij	估产
yimf	倚门
xehg	信而好古
yivh	倚仗
zojx	做假
dyrj	但愿人长久
anmf	俺们
gujx	估价
yzji	优级
zoql	做强
yzyu	优育
zovl	做庄
zovg	佐证
zojq	做就
fuvu	伏诛
fumo	伏魔
ysgs	佣工
uyjy	食用菌
fuho	俘获
zyzi	坐月子
rgyz	仍有
rgzd	仍在
rgxu	仍需
yuve	优胜者
jdqx	剑胆琴心
yulb	优胜劣败
dypb	代用品
zyli	作用力
rgyz	仍由
rguu	仍属
xyue	信用社
uyqr	使用权
rgjl	仍将
nqzu	拿腔作势
nqnd	拿腔拿调
xyvg	信用证
rgyk	仍应
rgww	仍为
hfui	合肥市
uylv	使用率
bgwf	八股文
vrjp	传戒
jxjp	佳节
hvqi	会期
jxqi	佳期
viqb	值勤
dzcs	倒栽葱
ruyi	儒医
hvzi	会子
hvju	会聚
hvyb	会阴
uiww	侍卫
jxng	佳能
jitd	祭台
vrgr	传观
hvyz	会友
vrgj	传感
uifg	侍奉
hvji	会及
viyu	值域
vrds	传动
uequ	舍去
hvvi	会址
vrgo	传过
uive	侍者
jxjk	佳境
hvgv	会规
rfvg	仁政
hvfz	会否
vddd	传动带
jxli	佳丽
fuyu	付与
ywlk	依违两可
hvuh	会上
hvvj	会战
vici	值此
yzyz	悠哉游哉
hvth	会堂
ruxt	儒学
jijq	祭酒
hvhd	会海
hvmg	会盟
hvui	会师
viri	值日
jiri	祭日
uumj	舒曼
vrdm	传电
uejm	舍监
jxjk	佳景
hvvs	会中
vrih	传唱
jxpb	佳品
jipb	祭品
hvie	会车
vrhv	传回
wwnj	伟男
vrlt	传略
jidm	祭典
fuyz	付邮
wwan	伟岸
ueuj	佘山
vrqk	传情
jisi	祭司
yuqk	舆情
uuyi	舒翼
ueji	舍己
hvxb	会心
jizc	祭灶
wwye	伟业
vrff	传粉
uihr	仕宦
viuz	值守
hvuf	会审
jizu	祭祖
jxju	佳句
mydi	命运多舛
uijb	什锦
vrbc	传报
jibd	祭拜
vrkj	传看
hvcc	会操
bjvi	八进制
dtbj	登坛拜将
vsqr	追索权
vrpn	传票
jxnl	佳酿
vvji	传真机
jxgz	佳构
fuzi	付梓
ruuu	儒术
rfde	仁德
fuxi	付息
hvwu	会务
uiwu	什物
hvqm	会前
jxmw	佳美
hvyi	会意
jxyb	佳音
vrwf	传问
rujl	儒将
jidm	祭奠
vrdc	传道
vryt	传阅
hgrr	含垢忍辱
jxmn	佳妙
hvic	会剿
jxxu	佳婿
uinv	仕女
vrdd	传代
vrss	传颂
qyhv	全运会
jilx	伎俩
hvhe	会合
uihz	侍候
qiqg	倾城倾国
wuwq	瓮声瓮气
uitu	仕途
wwrf	伟人
vrxb	传信
vrjk	传经
jxji	佳绩
hvui	会试
vrss	传诵
fuvu	付诸
hvqi	会齐
vrww	传为
vrji	传记
rfyi	仁义
hvhx	会话
jxhx	佳话
xlgs	修理工
uijp	使节
uiqi	使其
dgji	登基
yuqi	逾期
hevu	合著
uiif	使臣
aoui	傲世
heyk	合营
qrqu	全区
dcia	倒茶
lmju	敛聚
hejb	合卺
uiiu	使出
dgiu	登出
dcye	倒也
qryr	全院
hehr	合欢
cxzq	从现在起
qrug	全盛
hels	合龙
bmfu	便服
hejn	合脚
qrxm	全县
hegu	合股
dccd	倒彩
qrug	全胜
heys	合用
dcdi	倒地
qrig	全城
heui	合十
yuyt	逾越
gvww	癸未
nago	拿过
uive	使者
qrjk	全境
ligv	例规
heyi	合一
bmbu	便步
dcgr	倒灌
bmii	便池
jmjm	剑尖
lith	例汤
llxt	伦理学
qrdh	全党
liju	例举
aoyz	傲游
helq	合流
dcuu	倒竖
dgui	登时
liti	例题
qrri	全日
dcyk	倒映
heho	合夥
hekz	合口
pxvn	贫下中农
dcvi	倒置
heww	合围
yujx	愈加
qrli	全力
heli	合力
heve	合辙
yujm	愈见
dcvh	倒账
qrju	全剧
jeiz	假恶丑
heqk	合情
jmmw	剑眉
hebi	合璧
qruu	全书
qrxb	全心
dczc	倒灶
quye	企事业
qruu	全数
hejx	合家
vbui	值班室
nadk	拿定
bmyj	便宴
mkgr	命官
