,﻿
閎,ho2ng
閏,ru4n
閐,sa4n
閑,xia2n
閒,xia2n
間,jia1n
閔,mi3n
閕,xia1
閖,shui
閗,do4u
閘,zha2
閙,na4o
閚,zha1n
閛,pe1ng
閜,xia3
閝,li2ng
閞,bia4n
閟,bi4
閠,ru4n
閡,a4i
関,gua1n
閣,ge2
閤,ge2
閥,fa2
閦,chu4
閧,ho4ng
閨,gui1
閩,mi3n
閪,se1
閫,ku3n
閬,la4ng
閭,lv2
閮,ti2ng
閯,sha4
閰,ju2
閱,yue4
閲,yue4
閳,cha3n
閴,qu4
閵,li4n
閶,cha1ng
閷,sha4i
閸,ku3n
閹,ya1n
閺,we2n
閻,ya2n
閼,e4
閽,hu1n
閾,yu4
閿,we2n
闀,ho4ng
闁,ba1o
闂,ho4ng
闃,qu4
闄,ya3o
闅,we2n
闆,ba3n
闇,a4n
闈,we2i
闉,yi1n
闊,kuo4
闋,que4
椤,luo2
棰,chui2
椋,lia2ng
椁,guo3
楗,jia4n
棣,di4
椐,ju1
楱,zo4u
椹,she4n
楠,na2n
楂,zha1
楝,lia4n
榄,la3n
楫,ji2
榀,pi3n
榘,ju3
楸,qiu1
椴,dua4n
槌,chui2
榇,che4n
榈,lv2
槎,cha2
榉,ju3
楦,xua4n
楣,me2i
楹,yi2ng
榛,zhe1n
榧,fe3i
榻,ta4
榫,su3n
榭,xie4
槔,ga1o
榱,cui1
槁,ga3o
槊,shuo4
槟,bi1n
榕,ro2ng
槠,zhu1
榍,xie4
槿,ji3n
樯,qia2ng
槭,qi1
樗,chu1
樘,ta2ng
橥,zhu1
槲,hu2
橄,ga3n
樾,yue4
檠,qi2ng
橐,tuo2
橛,jue2
樵,qia2o
檎,qi2n
橹,lu3
樽,zu1n
樨,xi1
橘,ju2
橼,yua2n
檑,le2i
檐,ya2n
檩,li3n
檗,bo4
檫,cha2
猷,yo2u
獒,a2o
殁,mo4
殂,cu2
殇,sha1ng
殄,tia3n
殒,yu3n
殓,lia4n
殍,pia3o
殚,da1n
殛,ji2
殡,bi4n
殪,yi4
轫,re4n
轭,e4
轱,gu1
轲,ke1
轳,lu2
轵,zhi3
轶,yi4
轸,zhe3n
轷,hu1
轹,li4
轺,ya2o
轼,shi4
轾,zhi4
辁,qua2n
辂,lu4
辄,zhe2
辇,nia3n
辋,wa3ng
闌,la2n
闍,du1
闎,qua2n
闏,fe1ng
闐,tia2n
闑,nie4
闒,ta4
闓,ka3i
闔,he2
闕,que4
闖,chua3ng
闗,gua1n
闘,do4u
闙,qi3
闚,kui1
闛,ta2ng
關,gua1n
闝,pia2o
闞,ka4n
闟,xi4
闠,hui4
闡,cha3n
闢,pi4
闣,da4ng
闤,hua2n
闥,ta4
闦,we2n
闧,ta1
闬,ha4n
闿,ka3i
阇,du1
阓,hui4
阘,da2
阛,hua2n
阞,le4
阠,xi4n
阣,ga4i
阤,zhi4
阥,yi1n
阦,ya2ng
阧,do3u
阨,e4
阩,she1ng
阫,pe2i
阬,ke1ng
阭,yu3n
阯,zhi3
阰,pi2
阷,che1ng
阸,e4
阹,qu1
阺,di3
阾,li3ng
陁,tuo2
陃,bi3ng
陊,duo4
陎,shu1
陏,duo4
陑,e2r
陒,gui3
陓,yu1
陖,ju4n
陗,qia4o
陘,xi2ng
陙,chu2n
陚,fu4
陜,xia2
陝,sha3n
陞,she1ng
陠,pu1
陣,zhe4n
陥,xia4n
陦,da3o
陫,fe4i
陭,yi4
陮,dui4
陯,lu2n
陰,yi1n
陱,ju1
陳,che2n
陸,lu4
陹,she1ng
険,xia3n
陻,yi1n
陼,zhu3
陽,ya2ng
陾,re2ng
陿,xia2
隀,cho2ng
隁,ya4n
隂,yi1n
隃,shu4
隄,di1
隇,we1i
隉,nie4
隊,dui4
辍,chuo4
辎,zi1
辏,co4u
辘,lu4
辚,li2n
軎,we4i
戋,jia1n
戗,qia1ng
戛,jia2
戟,ji3
戢,ji2
戡,ka1n
戥,de3ng
戤,ga4i
戬,jia3n
臧,za1ng
瓯,o1u
瓴,li2ng
瓿,bu4
甏,be4ng
甑,ze4ng
甓,pi4
攴,pu1
旮,ga1
旯,la2
旰,ga4n
昊,ha4o
昙,ta2n
杲,ga3o
昃,ze4
昕,xi1n
昀,yu2n
炅,jio3ng
曷,he2
昝,za3n
昴,ma3o
昱,yu4
昶,cha3ng
昵,ni4
耆,qi2
晟,che2ng
晔,ye4
晁,cha2o
晏,ya4n
晖,hui1
晡,bu1
晗,ha2n
晷,gui3
暄,xua1n
暌,kui2
暧,a4i
暝,mi2ng
暾,tu1n
曛,xu1n
曜,ya4o
曦,xi1
曩,na3ng
贲,be1n
贳,shi4
贶,kua4ng
贻,yi2
贽,zhi4
赀,zi1
赅,ga1i
赆,ji4n
赈,zhe4n
赉,la4i
赇,qiu2
赍,ji1
赕,da3n
赙,fu4
觇,cha1n
觊,ji4
觋,xi2
觌,di2
觎,yu2
觏,go4u
觐,ji4n
觑,qu4
牮,jia4n
犟,jia4ng
牝,pi4n
牦,ma2o
牯,gu3
牾,wu3
牿,gu4
犄,ji1
犋,ju4
犍,jia1n
犏,pia1n
犒,ka4o
挈,qie4
挲,sa1
掰,ba1i
隌,a3n
階,jie1
隑,ga4i
隒,ya3n
隓,hui1
隕,yu3n
隖,wu4
隚,ta2ng
際,ji4
隝,da3o
隞,a2o
隟,xi4
隠,yi3n
隡,sa4
隢,ra3o
隣,li2n
隤,tui2
隥,de4ng
隦,jia3o
隨,sui2
隩,a4o
險,xia3n
隫,fe2n
隬,ni3
隭,e2r
隮,ji1
隯,da3o
隱,yi3n
隲,zhi4
隴,lo3ng
隵,xi1
隷,li4
隸,li4
隺,hu2
隻,zhi1
隿,yi4
雂,qi2n
雃,qia1n
雈,hua2n
雊,go4u
雋,jua4n
雐,hu1
雑,za2
雓,yu2
雔,cho2u
雖,sui1
雗,ha4n
雘,wo4
雙,shua1ng
雚,gua4n
雛,chu2
雜,za2
雝,yo1ng
雞,ji1
雟,xi1
雡,liu4
離,li2
難,na2n
雤,xue2
雥,za2
雦,ji2
雧,ji2
雫,na3
雬,fo3u
雭,se4
雮,mu4
雰,fe1n
雱,pa1ng
雲,yu2n
雴,chi4
雵,ya1ng
雸,a2n
雺,wu4
電,dia4n
雼,da4ng
雽,hu4
雿,dia4o
霂,mu4
霃,che2n
霅,zha4
霊,li2ng
霋,qi1
霌,zho1u
霐,ho2ng
霑,zha1n
霒,yi1n
霔,zhu4
霕,tu2n
霗,li2ng
霘,do4ng
霙,yi1ng
霚,wu4
霛,li2ng
霝,li2ng
霟,ho2ng
霠,yi1n
搿,ge2
擘,ba1i
耄,ma4o
毪,mu2
毳,cui4
毽,jia4n
毵,sa1n
毹,shu1
氅,cha3ng
氇,lu
氆,pu3
氍,qu2
氕,pie1
氘,da1o
氙,xia1n
氚,chua1n
氡,do1ng
氩,ya4
氤,yi1n
氪,ke4
氲,yu1n
攵,pu1
敕,chi4
敫,jia3o
牍,du2
牒,die2
牖,yo3u
爰,yua2n
虢,guo2
刖,yue4
肟,wo4
肜,ro2ng
肓,hua1ng
肼,ji3ng
朊,rua3n
肽,ta4i
肱,go1ng
肫,zhu1n
肭,na4
肴,ya2o
肷,qia3n
胧,lo2ng
胨,do4ng
胩,ka3
胪,lu2
胛,jia3
胂,she4n
胄,zho4u
胙,zuo4
胍,gua1
胗,zhe1n
朐,qu2
胝,zhi1
胫,ji4ng
胱,gua1ng
胴,do4ng
胭,ya1n
脍,kua4i
脎,sa4
胲,ha3i
胼,pia2n
朕,zhe4n
脒,mi3
豚,tu2n
脶,luo2
脞,cuo3
脬,pa1o
脘,wa3n
脲,nia4o
腈,ji1ng
腌,ya1n
腓,fe2i
腴,yu2
腙,zo1ng
腚,di4ng
腱,jia4n
腠,co4u
腩,na3n
腼,mia3n
腽,wa4
腭,e4
腧,shu4
塍,che2ng
媵,yi4ng
膈,ge2
膂,lv3
膑,bi4n
滕,te2ng
膣,zhi4
膪,chua4i
臌,gu3
朦,me2ng
臊,sa1o
膻,sha1n
霡,ma4i
霢,ma4i
霣,yu3n
霤,liu4
霥,me4ng
霦,bi1n
霧,wu4
霨,we4i
霩,kuo4
霫,xi2
霬,yi4
霮,da4n
霯,te4ng
霱,yu4
霳,lo2ng
霴,da4i
霵,ji2
霶,pa1ng
霷,ya2ng
霺,we2i
霻,fe1ng
霼,xi4
霽,ji4
霿,me2ng
靀,me2ng
靁,le2i
靂,li4
靃,huo4
靄,a3i
靅,fe4i
靆,da4i
靇,lo2ng
靈,li2ng
靉,a4i
靊,fe1ng
靋,li4
靌,ba3o
靍,he4
靎,he4
靏,he4
靐,bi4ng
靑,qi1ng
靔,tia1n
靕,zhe1n
靗,che1ng
靘,qi4ng
靚,ji4ng
靜,ji4ng
靝,tia1n
靟,fe1i
靣,mia4n
靤,ba4o
靦,tia3n
靧,hui4
靨,ye4
靪,di1ng
靫,cha2
靬,qia2n
靭,re4n
靮,di2
靯,du4
靰,wu4
靱,re4n
靲,qi2n
靵,niu3
靷,yi3n
靸,sa3
靹,na4
靺,mo4
靻,zu3
靽,ba4n
靾,yi4
靿,ya4o
鞀,ta2o
鞁,be4i
鞂,jie1
鞃,ho2ng
鞄,pa2o
鞆,bi3ng
鞇,yi1n
鞈,ge2
鞉,ta2o
鞊,jie2
鞌,a1n
鞎,he2n
鞏,go3ng
鞐,qia3
鞓,ti1ng
鞕,yi4ng
鞖,sui1
鞗,tia2o
鞙,xua4n
鞚,ko4ng
鞛,be3ng
鞜,ta4
鞝,sha4ng
臁,lia2n
膦,li4n
欤,yu2
欷,xi1
欹,yi1
歃,sha4
歆,xi1n
歙,she4
飑,bia1o
飒,sa4
飓,ju4
飕,so1u
飙,bia1o
飚,bia1o
殳,shu1
彀,go4u
毂,gu3
觳,hu2
斐,fe3i
齑,ji1
斓,la2n
於,yu2
旆,pe4i
旄,ma2o
旃,zha1n
旌,ji1ng
旎,ni3
旒,liu2
旖,yi3
炀,ya2ng
炜,we3i
炖,du4n
炝,qia4ng
炻,shi2
烀,hu1
炷,zhu4
炫,xua4n
炱,ta2i
烨,ye4
烊,ya2ng
焐,wu4
焓,ha2n
焖,me4n
焯,cha1o
焱,ya4n
煳,hu2
煜,yu4
煨,we1i
煅,dua4n
煲,ba1o
煊,xua1n
煸,bia1n
煺,tui4
熘,liu1
熳,ma4n
熵,sha1ng
熨,yu4n
熠,yi4
燠,yu4
燔,fa2n
燧,sui4
燹,xia3n
爝,jue2
爨,cua4n
灬,bia1o
焘,da4o
煦,xu4
熹,xi1
戾,li4
戽,hu4
扃,jio1ng
扈,hu4
扉,fe1i
礻,shi4
祀,si4
祆,xia1n
祉,zhi3
祛,qu1
祜,hu4
祓,fu2
祚,zuo4
祢,mi2
祗,zhi1
祠,ci2
祯,zhe1n
祧,tia1o
祺,qi2
禅,cha2n
禊,xi4
禚,zhuo2
禧,xi3
禳,ra2ng
忑,te4
忐,ta3n
鞞,bi3ng
鞟,kuo4
鞡,la
鞢,xie4
鞤,ba1ng
鞥,e1ng
鞦,qiu1
鞧,qiu1
鞨,he2
鞩,qia4o
鞪,mu4
鞬,jia1n
鞮,di1
鞰,we1n
鞱,ta1o
鞳,ta4
鞵,xie2
鞶,pa2n
鞷,ge2
鞸,bi4
鞹,kuo4
鞺,ta1ng
鞻,lo2u
鞼,gui4
鞽,qia2o
鞾,xue1
鞿,ji1
韀,jia1n
韁,jia1ng
韂,cha4n
韃,da2
韄,hu4
韅,xia3n
韆,qia1n
韇,du2
韈,wa4
韉,jia1n
韊,la2n
韋,we2i
韌,re4n
韍,fu2
韎,me4i
韏,qua4n
韐,ge2
韑,we3i
韒,qia4o
韓,ha2n
韔,cha4ng
韕,kuo4
韖,ro3u
韗,yu4n
韘,she4
韙,we3i
韚,ge2
韛,ba4i
韜,ta1o
韝,go1u
韞,yu4n
韟,ga1o
韠,bi4
韡,we3i
韢,sui4
韣,du2
韤,wa4
韥,du2
韨,fu2
韮,jiu3
韯,xia1n
韰,xie4
韱,xia1n
韲,ji1
韴,za2
韷,le4
韸,pe2ng
韹,hua2ng
韺,yi1ng
韻,yu4n
韼,pe2ng
韽,a1n
韾,yi1n
響,xia3ng
頀,hu4
頁,ye4
頂,di3ng
頃,qi3ng
頄,kui2
項,xia4ng
順,shu4n
頇,ha1n
須,xu1
頉,yi2
頊,xu1
頋,e3
頌,so4ng
頍,kui3
頎,qi2
怼,dui4
恝,jia2
恚,hui4
恧,nv4
恁,ne4n
恙,ya4ng
恣,zi4
悫,que4
愆,qia1n
愍,mi3n
慝,te4
憩,qi4
憝,dui4
懋,ma4o
懑,me4n
戆,ga4ng
肀,yu4
聿,yu4
沓,da2
泶,xue2
淼,mia3o
矶,ji1
矸,ga1n
砀,da4ng
砉,huo4
砗,che1
砘,du4n
砑,ya4
斫,zhuo2
砭,bia1n
砜,fe1ng
砝,fa2
砹,a4i
砺,li4
砻,lo2ng
砟,zha3
砼,to2ng
砥,di3
砬,la2
砣,tuo2
砩,fu2
硎,xi2ng
硭,ma2ng
硖,xia2
硗,qia1o
砦,zha4i
硐,do4ng
硇,na2o
硌,ge4
硪,wo4
碛,qi4
碓,dui4
碚,be4i
碇,di4ng
碜,che3n
碡,du2
碣,jie2
碲,di4
碹,xua4n
碥,bia3n
磔,zhe2
磙,gu3n
磉,sa3ng
磬,qi4ng
磲,qu2
礅,du1n
磴,de4ng
礓,jia1ng
礤,ca3
礞,me2ng
礴,bo2
龛,ka1n
黹,zhi3
黻,fu2
黼,fu3
盱,xu1
眄,mia3n
眍,ko1u
盹,du3n
眇,mia3o
眈,da1n
眚,she3ng
眢,yua1n
眙,yi2
眭,sui1
眦,zi4
眵,chi1
眸,mo2u
睐,la4i
睑,jia3n
睇,di4
睃,suo1
睚,ya2
睨,ni4
頏,ha2ng
預,yu4
頑,wa2n
頒,ba1n
頓,du4n
頔,di2
頕,da1n
頖,pa4n
頗,po1
領,li3ng
頙,che4
頚,ji3ng
頛,le4i
頜,he2
頝,qia1o
頞,e4
頟,e2
頠,we3i
頡,xie2
頢,kuo4
頣,she3n
頤,yi2
頥,yi2
頦,ha2i
頧,dui3
頨,yu3
頩,pi1ng
頪,le4i
頫,fu3
頬,jia2
頭,to2u
頮,hui4
頯,kui2
頰,jia2
頱,luo1
頲,ti3ng
頳,che1ng
頴,yi3ng
頵,yu1n
頶,hu2
頷,ha4n
頸,ji3ng
頹,tui2
頺,tui2
頻,pi2n
頼,la4i
頽,tui2
頾,zi1
頿,zi1
顀,chui2
顁,di4ng
顂,la4i
顃,ta2n
顄,ha4n
顅,qia1n
顆,ke1
顇,cui4
顈,xua3n
顉,qi1n
顊,yi2
顋,sa1i
題,ti2
額,e2
顎,e4
顏,ya2n
顐,we4n
顑,ka3n
顒,yo2ng
顓,zhua1n
顔,ya2n
顕,xia3n
顖,xi4n
顗,yi3
願,yua4n
顙,sa3ng
顚,dia1n
顛,dia1n
顜,jia3ng
顝,kui1
類,le4i
顟,la2o
顠,pia3o
顡,wa4i
顢,ma2n
顣,cu4
顤,ya2o
顥,ha4o
顦,qia2o
顧,gu4
顨,xu4n
顩,ya3n
顪,hui4
顫,cha4n
顬,ru2
顭,me2ng
顮,bi1n
睢,sui1
睥,pi4
睿,rui4
瞍,so3u
睽,kui2
瞀,ma4o
瞌,ke1
瞑,mi2ng
瞟,pia3o
瞠,che1ng
瞰,ka4n
瞵,li2n
瞽,gu3
町,ti1ng
畀,bi4
畎,qua3n
畋,tia2n
畈,fa4n
畛,zhe3n
畲,she1
畹,wa3n
疃,tua3n
罘,fu2
罡,ga1ng
罟,gu3
詈,li4
罨,ya3n
罴,pi2
罱,la3n
罹,li2
羁,ji1
罾,ze1ng
盍,he2
盥,gua4n
蠲,jua1n
钅,ji1n
钆,ga2
钇,yi3
钋,po1
钊,zha1o
钌,lia3o
钍,tu3
钏,chua4n
钐,sha1n
钔,me2n
钗,cha1i
钕,nv3
钚,bu4
钛,ta4i
钜,ju4
钣,ba3n
钤,qia2n
钫,fa1ng
钪,ka4ng
钭,to3u
钬,huo3
钯,ba3
钰,yu4
钲,zhe1ng
钴,gu3
钶,ke1
钷,po3
钸,bu1
钹,bo2
钺,yue4
钼,mu4
钽,ta3n
钿,dia4n
铄,shuo4
铈,shi4
铉,xua4n
铊,ta1
铋,bi4
铌,ni2
铍,pi1
铎,duo2
铐,ka4o
铑,la3o
铒,e3r
铕,yo3u
铖,che2ng
铗,jia2
铙,na2o
铘,ye2
铛,da1ng
铞,dia4o
铟,yi1n
铠,ka3i
铢,zhu1
铤,di4ng
铥,diu1
铧,hua2
铨,qua2n
铪,ha1
顯,xia3n
顰,pi2n
顱,lu2
顲,la3n
顳,nie4
顴,qua2n
颋,ti3ng
颎,jio3ng
颒,hui4
颕,yi3ng
颙,yo2ng
颣,le4i
風,fe1ng
颩,bia1o
颪,gua1
颫,fu2
颬,xia1
颭,zha3n
颮,bia1o
颯,sa4
颰,ba2
颱,ta2i
颲,lie4
颳,gua1
颴,xua4n
颵,sha1o
颶,ju4
颷,bia1o
颸,si1
颹,we3i
颺,ya2ng
颻,ya2o
颼,so1u
颽,ka3i
颾,so1u
颿,fa1n
飀,liu2
飁,xi2
飂,liu4
飃,pia1o
飄,pia1o
飅,liu2
飆,bia1o
飇,bia1o
飈,bia1o
飉,lia2o
飊,bia1o
飋,se4
飌,fe1ng
飍,xiu1
飏,ya2ng
飐,zha3n
飔,si1
飖,ya2o
飗,liu2
飛,fe1i
飜,fa1n
飝,fe1i
飠,shi2
飡,ca1n
飢,ji1
飣,di4ng
飤,si4
飥,tuo1
飦,zha1n
飩,tu2n
飪,re4n
飫,yu4
飬,jua4n
飭,chi4
飮,yi3n
飯,fa4n
飰,fa4n
飱,su1n
飲,yi3n
飳,to3u
飴,yi2
飵,zuo4
飶,bi4
飷,jie3
飸,ta1o
飹,ba3o
飺,ci2
飻,tie4
飼,si4
飽,ba3o
飾,shi4
飿,duo4
餀,ha4i
餁,re4n
餂,tia3n
餃,jia3o
餄,jia2
餅,bi3ng
餆,ya2o
餇,to2ng
铩,sha1
铫,dia4o
铮,zhe1ng
铯,se4
铳,cho4ng
铴,ta1ng
铵,a3n
铷,ru2
铹,la2o
铼,la2i
铽,te4
铿,ke1ng
锃,ze4ng
锂,li3
锆,ga4o
锇,e2
锉,cuo4
锊,lve4
锍,liu3
锎,ka1i
锏,jia3n
锒,la2ng
锓,qi3n
锔,ju1
锕,a1
锖,qia1ng
锘,nuo4
锛,be1n
锝,de2
锞,ke4
锟,ku1n
锢,gu4
锪,huo1
锫,pe2i
锩,jua3n
锬,ta2n
锱,zi1
锲,qie4
锴,ka3i
锶,si1
锷,e4
锸,cha1
锼,so1u
锾,hua2n
锿,a1i
镂,lo4u
锵,qia1ng
镄,fe4i
镅,me2i
镆,mo4
镉,ge2
镌,jua1n
镎,na2
镏,liu2
镒,yi4
镓,jia1
镔,bi1n
镖,bia1o
镗,ta1ng
镘,ma4n
镙,luo2
镛,yo1ng
镞,zu2
镟,xua4n
镝,di1
镡,cha2n
镢,jue2
镤,pu2
镥,lu3
镦,dui4
镧,la2n
镨,pu3
镩,cua1n
镪,qia1ng
镫,de4ng
镬,huo4
镯,zhuo2
镱,yi4
镲,cha3
镳,bia1o
锺,zho1ng
矧,she3n
矬,cuo2
雉,zhi4
秕,bi3
秭,zi3
秣,mo4
秫,shu2
稆,lv3
嵇,ji1
稃,fu1
稂,la2ng
稞,ke1
稔,re3n
餈,ci2
餉,xia3ng
養,ya3ng
餋,jua4n
餌,e3r
餎,le
餏,xi1
餑,bo1
餒,ne3i
餓,e4
餔,bu4
餕,ju4n
餖,do4u
餗,su4
餘,yu2
餙,shi4
餚,ya2o
餛,hu2n
餜,guo3
餝,shi4
餞,jia4n
餟,zhui4
餠,bi3ng
餡,xia4n
餢,bu4
餣,ye4
餤,ta2n
餥,fe1i
餦,zha1ng
餧,we4i
館,gua3n
餩,e4
餪,nua3n
餫,yu4n
餬,hu2
餭,hua2ng
餯,hui4
餰,jia1n
餱,ho2u
餲,a4i
餳,ta2ng
餴,fe1n
餵,we4i
餶,gu3
餷,cha1
餸,so4ng
餹,ta2ng
餺,bo2
餻,ga1o
餼,xi4
餽,kui4
餾,liu4
餿,so1u
饀,ta2o
饁,ye4
饂,we1n
饃,mo2
饄,ta2ng
饅,ma2n
饆,bi4
饇,yu4
饈,xiu1
饉,ji3n
饊,sa3n
饋,kui4
饌,zhua4n
饍,sha4n
饎,chi4
饏,da4n
饐,yi4
饑,ji1
饒,ra2o
饓,che1ng
饖,we4i
饗,xia3ng
饘,zha1n
饙,fe1n
饚,ha4i
饛,me2ng
饜,ya4n
饝,mo2
饞,cha2n
饟,xia3ng
饠,luo2
饡,za4n
饢,na2ng
饤,di4ng
饦,tuo1
饳,duo4
饸,he2
饹,le
饻,xi1
饾,do4u
馂,ju4n
馃,guo3
馉,gu3
稹,zhe3n
稷,ji4
穑,se4
黏,nia2n
馥,fu4
穰,ra2ng
皈,gui1
皎,jia3o
皓,ha4o
皙,xi1
皤,po2
瓞,die2
瓠,hu4
甬,yo3ng
鸠,jiu1
鸢,yua1n
鸨,ba3o
鸩,zhe4n
鸪,gu1
鸫,do1ng
鸬,lu2
鸲,qu2
鸱,chi1
鸶,si1
鸸,e2r
鸷,zhi4
鸹,gua1
鸺,xiu1
鸾,lua2n
鹁,bo2
鹂,li2
鹄,gu3
鹆,yu4
鹇,xia2n
鹈,ti2
鹉,wu3
鹋,mia2o
鹌,a1n
鹎,be1i
鹑,chu2n
鹕,hu2
鹗,e4
鹚,ci2
鹛,me2i
鹜,wu4
鹞,ya4o
鹣,jia1n
鹦,yi1ng
鹧,zhe4
鹨,liu4
鹩,lia2o
鹪,jia1o
鹫,jiu4
鹬,yu4
鹱,hu4
鹭,lu4
鹳,gua4n
疒,ne4
疔,di1ng
疖,jie1
疠,li4
疝,sha4n
疬,li4
疣,yo2u
疳,ga1n
疴,ke1
疸,da3n
痄,zha4
疱,pa4o
疰,zhu4
痃,xua2n
痂,jia1
痖,ya3
痍,yi2
痣,zhi4
痨,la2o
痦,wu4
痤,cuo2
痫,xia2n
痧,sha1
瘃,zhu2
痱,fe4i
痼,gu4
痿,we3i
瘐,yu3
瘀,yu1
瘅,da1n
瘌,la4
瘗,yi4
瘊,ho2u
瘥,cha4i
瘘,lo4u
瘕,jia3
瘙,sa4o
馌,ye4
馎,bo2
馚,fe2n
馛,bo2
馜,ni3
馝,bi4
馞,bo2
馟,tu2
馠,ha1n
馡,fe1i
馢,jia1n
馣,a1n
馤,a4i
馦,xia1n
馧,yu1n
馩,fe2n
馪,pi1n
馫,xi1n
馬,ma3
馭,yu4
馮,fe2ng
馯,ha4n
馰,di2
馱,tuo2
馲,zhe2
馳,chi2
馴,xu2n
馵,zhu4
馶,zhi1
馷,pe4i
馸,xi4n
馹,ri4
馺,sa4
馻,yu3n
馼,we2n
馽,zhi2
馾,da4n
馿,lv2
駀,yo2u
駁,bo2
駂,ba3o
駃,jue2
駄,tuo2
駅,yi4
駆,qu1
駇,we2n
駈,qu1
駉,jio1ng
駊,po3
駋,zha1o
駌,yua1n
駍,pe2i
駎,zho4u
駏,ju4
駐,zhu4
駑,nu2
駒,ju1
駓,pi1
駔,za3ng
駕,jia4
駖,li2ng
駗,zhe3n
駘,ta2i
駙,fu4
駚,ya3ng
駛,shi3
駜,bi4
駝,tuo2
駞,tuo2
駟,si4
駠,liu2
駡,ma4
駢,pia2n
駣,ta2o
駤,zhi4
駥,ro2ng
駦,te2ng
駧,do4ng
駨,xu1n
駩,qua1n
駪,she1n
駫,jio1ng
駬,e3r
駭,ha4i
駮,bo2
駯,zhu1
駰,yi1n
駱,luo4
駲,zho1u
駳,da4n
駴,ha4i
駵,liu2
駶,ju2
駷,so3ng
駸,qi1n
駹,ma2ng
瘛,chi4
瘼,mo4
瘢,ba1n
瘠,ji2
癀,hua2ng
瘭,bia1o
瘰,luo3
瘿,yi3ng
瘵,zha4i
癃,lo2ng
瘾,yi3n
瘳,cho1u
癍,ba1n
癞,la4i
癔,yi4
癜,dia4n
癖,pi3
癫,dia1n
癯,qu2
翊,yi4
竦,so3ng
穸,xi1
穹,qio2ng
窀,zhu1n
窆,bia3n
窈,ya3o
窕,tia3o
窦,do4u
窠,ke1
窬,yu2
窨,xu1n
窭,ju4
窳,yu3
衤,yi1
衩,cha3
衲,na4
衽,re4n
衿,ji1n
袂,me4i
袢,pa4n
裆,da1ng
袷,jia2
袼,ge1
裉,ke4n
裢,lia2n
裎,che2ng
裣,lia3n
裥,jia3n
裱,bia3o
褚,chu3
裼,ti4
裨,bi4
裾,ju1
裰,duo1
褡,da1
褙,be4i
褓,ba3o
褛,lv3
褊,bia3n
褴,la2n
褫,chi3
褶,zhe3
襁,qia3ng
襦,ru2
襻,pa4n
疋,pi3
胥,xu1
皲,ju1n
皴,cu1n
矜,ji1n
耒,le3i
耔,zi3
耖,cha4o
耜,si4
耠,huo1
耢,la4o
耥,ta1ng
耦,o3u
耧,lo2u
耩,jia3ng
耨,no4u
耱,mo4
耋,die2
耵,di1ng
聃,da1n
聆,li2ng
聍,ni2ng
聒,gua1
聩,kui4
聱,a2o
覃,ta2n
顸,ha1n
颀,qi2
颃,ha2ng
駺,la2ng
駻,ha4n
駼,tu2
駽,xua1n
駾,tui4
駿,ju4n
騀,e3
騁,che3ng
騂,xi1ng
騃,a2i
騄,lu4
騅,zhui1
騆,zho1u
騇,she4
騈,pia2n
騉,ku1n
騊,ta2o
騋,la2i
騌,zo1ng
騍,ke4
騎,qi2
騏,qi2
騐,ya4n
騑,fe1i
騒,sa1o
験,ya4n
騔,ge2
騕,ya3o
騖,wu4
騗,pia4n
騘,co1ng
騙,pia4n
騚,qia2n
騛,fe1i
騜,hua2ng
騝,qia2n
騞,huo1
騟,yu2
騠,ti2
騡,qua2n
騢,xia2
騣,zo1ng
騤,kui2
騥,ro2u
騦,si1
騧,gua1
騨,tuo2
騩,gui1
騪,so1u
騫,qia1n
騬,che2ng
騭,zhi4
騮,liu2
騯,pe2ng
騰,te2ng
騱,xi2
騲,ca3o
騳,du2
騴,ya4n
騵,yua2n
騶,zo1u
騷,sa1o
騸,sha4n
騹,qi2
騺,zhi4
騻,shua1ng
騼,lu4
騽,xi2
騾,luo2
騿,zha1ng
驀,mo4
驁,a4o
驂,ca1n
驃,bia1o
驄,co1ng
驅,qu1
驆,bi4
驇,zhi4
驈,yu4
驉,xu1
驊,hua2
驋,bo1
驌,su4
驍,xia1o
驎,li2n
驏,zha4n
驐,du1n
驑,liu2
驒,tuo2
驓,ce2ng
驔,dia4n
驕,jia1o
驖,tie3
驗,ya4n
驘,luo2
驙,zha1n
颉,jie2
颌,he2
颍,yi3ng
颏,ke1
颔,ha4n
颚,e4
颛,zhua1n
颞,nie4
颟,ma1n
颡,sa3ng
颢,ha4o
颥,ru2
颦,pi2n
虍,hu1
虔,qia2n
虬,qiu2
虮,ji3
虿,cha4i
虺,hui1
虼,ge4
虻,me2ng
蚨,fu2
蚍,pi2
蚋,rui4
蚬,xia3n
蚝,ha2o
蚧,jie4
蚣,go1ng
蚪,do3u
蚓,yi3n
蚩,chi1
蚶,ha1n
蛄,gu1
蚵,he2
蛎,li4
蚰,yo2u
蚺,ra2n
蚱,zha4
蚯,qiu1
蛉,li2ng
蛏,che1ng
蚴,yo4u
蛩,qio2ng
蛱,jia2
蛲,na2o
蛭,zhi4
蛳,si1
蛐,qu1
蜓,ti2ng
蛞,kuo4
蛴,qi2
蛟,jia1o
蛘,ya2ng
蛑,mo2u
蜃,she4n
蜇,zhe1
蛸,sha1o
蜈,wu2
蜊,li2
蜍,chu2
蜉,fu2
蜣,qia1ng
蜻,qi1ng
蜞,qi2
蜥,xi1
蜮,yu4
