渐	jmdj
邹	zzd
揍	zzft
奏	zzf
赜	zeir
赜	zekr
舴	zevv
罾	zgso
眦	zio
眦	ziob
胙	zoov
岞	zoev
倧	zsrx
臜	zao
臜	zaor
拶	zafx
唣	zckq
璪	zcw
璪	zcwm
簉	zcvz
帻	zej
帻	zejr
昃	zeo
昃	zeor
笮	zev
迮	zez
迮	zezv
谮	zfy
谮	zfyo
缯	zgs
鄫	zgbe
牂	zhpy
驵	zhm
驵	zhmq
髭	ziab
嵫	zie
嵫	ziey
辎	zii
辎	ziit
呲	zikb
缁	zis
缁	zist
趑	zit
趑	zitr
龇	zivb
茈	zic
茈	zicb
耔	zil
耔	zilz
笫	zivp
觜	zivy
孖	zizz
鄑	ziy
镃	zijy
鼒	zicv
趱	zjt
趱	zjtr
拶	zjfx
酂	zjne
笮	zov
笮	zovv
怍	zox
怍	zoxv
酢	zoy
酢	zoyv
捽	zofu
阼	zoe
躜	zrz
躜	zrzr
熜	zsh
熜	zshx
疭	zsbr
腙	zso
腙	zsox
鬷	zsaw
菹	zuc
菹	zucq
珇	zuwq
崒	zueu
蕞	zvc
蕞	zvcy
觜	zvv
觜	zvvy
鲗	zwa
鲗	zwad
撙	zyf
噂	zyk
噂	zykc
嶟	zye
嶟	zyec
陬	zze
陬	zzey
诹	zzy
鲰	zza
鲰	zzay
鄹	zzee
驺	zzm
驺	zzme
慥	zcxz
增	zgto
矰	zguo
寁	zjbr
槜	zvmn
僔	zyrc
走	zztr
岸	a
暗	an
七	al
北	b
贲	bfu
棒	bh
薜	bic
病	bk
饼	bk
嶓	boe
剥	bov
剥	bovd
醭	buy
八	ba
背	b
彩	c
蹙	cuw
搭	d
埭	ddt
滴	di
迪	di
翟	dix
踱	do
冻	ds
耳	e
饿	e
诶	eiy
儿	er
父	f
肥	f
悱	fwx
淦	g
工	g
狗	g
旮	gaj
戈	gea
搁	gfe
酐	gjy
攻	gs
功	gsg
诖	gxy
乎	h
醢	hdy
姮	hgn
璜	hlw
火	ho
吼	hzkk
后	hzp
尝	i
重	i
诧	iay
茝	idci
琤	igw
苌	ihcv
廛	ijg
樗	iumv
吹	ivk
既	j
九	j
馑	jbu
鸡	ji
景	jk
睛	jk
剑	jm
搅	jnfj
解	jp
届	jp
镌	jrj
泂	jsd
觖	jtdn
抉	jtfn
镢	jtj
橛	jtm
砄	jtun
玦	jtwn
剧	ju
犋	jun
捃	jyf
珺	jyw
块	kktn
筷	kkvn
快	kkxn
裤	ku
祲	kypy
芤	kzck
理	li
脸	l
临	lbll
稂	lhh
领	lk
涟	lmd
罗	lo
窿	ls
锊	ltj
漉	lu
陆	lue
录	luv
六	lq
量	l
妈	ma
密	mib
蘼	mica
黾	mmk
抹	mo
无	moav
梅	mw
袂	mwpn
努	n
宁	nkb
鸟	nnpa
破	ps
魄	psb
魄	psbg
皤	psbt
泼	psd
泊	psdb
泼	psdd
婆	psdn
陂	pse
陂	psey
钋	psj
䥽	psjd
钷	psjk
叵	psk
叵	pskk
哱	pskz
粕	psm
朴	psmb
鄱	psp
鄱	pspe
坡	pst
坡	psty
破	psu
破	psuy
颇	psv
笸	psvk
颇	psvr
珀	psw
珀	pswb
酦	psyd
迫	psz
迫	pszb
批	px
劈	px
鲏	pxay
疲	pxb
丕	pxba
邳	pxbe
痞	pxbk
否	pxbk
癖	pxbu
疲	pxby
芘	pxcb
苉	pxce
淠	pxd
濞	pxdl
澼	pxdu
陂	pxe
陴	pxeu
陂	pxey
披	pxf
批	pxfb
披	pxfy
蜱	pxi
蚍	pxib
蜱	pxiu
铍	pxj
铍	pxjy
啤	pxk
吡	pxkb
匹	pxke
噼	pxku
枇	pxm
枇	pxmb
媲	pxn
媲	pxnb
脾	pxo
睥	pxou
郫	pxp
邳	pxpe
裨	pxpu
被	pxpy
狉	pxqp
僻	pxr
仳	pxrb
伾	pxrp
纰	pxs
纰	pxsb
罴	pxsh
罢	pxss
坯	pxt
毗	pxtb
圮	pxtj
坯	pxtp
埤	pxtu
屁	pxu
砒	pxub
劈	pxud
譬	pxuk
䴙	pxun
辟	pxuu
甓	pxuw
皮	pxv
貔	pxvb
琵	pxw
琵	pxwb
霹	pxy
霹	pxyu
婆	p
漂	p
捧	pg
爿	pjvl
冯	pkd
翩	pmh
片	pe
翩	peh
扁	pehc
翩	pehx
骗	pem
骗	pemc
楩	pemg
骈	pemk
犏	pen
犏	penc
㛹	peng
胼	peo
胼	peok
片	pepv
偏	per
偏	perc
便	perg
篇	pev
篇	pevc
谝	pey
蹁	pez
蹁	pezc
苤	ppca
胚	pwoa
骗	p
恰	qo
葜	qoc
葜	qocd
洽	qod
洽	qodk
掐	qof
拤	qofb
掐	qofj
髂	qog
髂	qogk
匼	qokk
袷	qop
袷	qopk
卡	qou
卡	qoub
恰	qox
恰	qoxk
奇	q
请	qky
鳤	qrak
畎	qrt
缺	qtfn
炔	qthn
却	qtt
娶	qu
仁	r
认	r
碎	s
思	sdt
森	sfm
丝	si
散	sjc
耸	ssr
塑	sub
诉	suy
襚	svpu
她	t
踏	ta
塔	ta
腾	tg
滕	tgo
塘	th
钽	tjj
听	tkk
推	tvf
台	t
术	u
树	u
烧	uc
神	uf
呻	ufk
释	ui
失	ui
啫	uiko
钐	ujj
叔	uu
树	uu
政	v
洲	v
支	vi
戆	vll
驻	vum
挝	vxf
窀	vyb
威	w
呗	wbk
歪	wdp
歪	wdpv
洿	wudv
峿	wue
唯	ww
维	ww
修	xo
髹	xoa
髹	xoam
宿	xob
宿	xobb
溴	xod
滫	xodo
溴	xodq
岫	xoe
岫	xoey
庥	xog
庥	xogm
秀	xoh
秀	xohn
䗛	xoio
锈	xoj
锈	xojn
嗅	xok
咻	xokm
嗅	xokq
朽	xom
朽	xomv
袖	xop
袖	xopy
休	xor
休	xorm
鸺	xorn
脩	xoro
修	xorp
绣	xos
绣	xosn
馐	xou
貅	xov
貅	xovm
琇	xow
琇	xown
珛	xowo
羞	xoy
臭	xoz
夏	xxer
兴	x
像	x
牺	xin
勰	xpl
恂	xyx
向	x
影	y
羊	yh
意	yi
衣	yi
偃	yjr
嘤	yk
圆	yr
粤	yt
越	yt
雨	yu
欲	yu
馀	yuux
愠	yyx
走	z
杂	za
臧	zhai
滨	bbdb
豳	bbuu
祕	bipb
靼	dagd
炟	dahd
惮	daxl
浟	didw
玓	diwu
疸	djbd
胆	djod
磹	dmuu
佚	dpru
鹝	eian
宧	eibi
益	eibm
鹢	eibn
肄	eiby
沂	eidj
溢	eidm
㴔	eidx
洢	eidy
屹	eieq
抑	eife
燚	eihh
扅	eihx
移	eihx
扆	eihy
役	eiiy
镒	eijm
镱	eijx
贻	eikk
繄	eikx
匜	eiky
翊	eilx
毅	eily
椅	eimk
枍	eimv
猗	eiqk
佁	eirk
伊	eiry
依	eiry
圯	eits
壹	eiua
勚	eiul
彝	eivc
已	eivv
亦	eiwd
奕	eiwd
裛	eiwy
悒	eixb
翼	eixb
怡	eixk
叕	eiyy
议	eiyy
劓	eizd
䓛	fuci
䓛	guci
馉	guuo
濩	hudy
翙	hvex
逅	hzzk
喳	iakd
查	iamd
碴	iaud
蹅	iazd
翀	isxv
惙	ivxy
斠	jnju
桕	jqmj
嶲	jrev
颎	jsbr
决	jtdn
矞	jtsk
埆	jtty
诀	jtyn
驹	jumk
铪	kejk
矼	ksug
竘	kzlk
崚	lkew
龙	lsud
录	luvu
茫	mhcw
沔	mmdv
眄	mmov
帑	nunj
澎	pgdp
坯	pita
沛	pwdl
觭	qidk
啐	qiku
玘	qiwj
恓	qixx
矼	qlug
切	qpqd
汋	qtdu
傕	qtrf
洓	sedn
袒	tjpd
铫	tnjd
棽	ufmv
沭	uudu
喳	vakd
砦	vdvu
禛	vfpb
痓	vibt
帙	viju
汋	vodu
忞	wfwx
无	wuav
鋈	wudj
碏	xiuo
䜣	xiyj
硍	xmug
榭	xpmc
燮	xpwy
渲	xrdg
烜	xrhg
喧	xrkg
晅	xrog
瘕	xxby
吖	yaky
䜣	ybyj
夭	ycpd
焆	yeho
楪	yemm
央	yhln
宧	yibi
㴔	yidx
燚	yihh
叕	yiyy
掞	yjfh
埏	yjtz
歅	yjxr
桯	ykmw
媖	ykny
琟	yuwf
玙	yuwy
仄	zeir
洓	zidn
漸	jmdj
績	jisr
鏃	zuj
櫬	ifmm
撫	fufw
騏	qimb
釬	qmjq
摯	vifu
鴇	bcb
齙	bcv
蓽	bicu
檳	bkm
簞	djv
釩	fjj
礬	fju
鳧	fup
閣	gem
燴	hvh
驊	hxm
悵	ihxi
薊	jic
覬	jie
驥	jim
繼	jis
璣	jiw
計	jiy
濺	jmd
檻	jmm
詰	jpy
颶	juj
懼	jux
鎵	jxj
貺	klk
鸝	lil
驪	lim
騮	lqm
騫	qmb
鉛	qmj
橢	tom
箏	vgv
執	vif
誣	wuy
峴	xme
蜆	xmi
驍	xnm
諧	xpy
謔	xty
訝	yay
齦	ybv
貽	yik
鉛	yjj
釅	yjy
瑩	ykc
鸚	ykk
鴛	yrx
覦	yur
鷸	yus
諛	yuy
紜	yys
漬	zid
賻	fukc
鴟	iid
磯	jiuj
蠣	liiw
櫟	liml
閭	lvmk
閹	yjmd
寶	bc
達	da
瘋	fg
復	fu
鈣	gd
華	hx
見	j
極	ji
賤	jm
塊	k
摳	kz
罵	ma
濃	ns
棄	qi
澀	se
時	u
癥	vg
終	vs
兇	xs
楊	yh
嚴	yj
?	baub
誒	eiyu
?	gakm
?	qquq
?	qqu
鯰	nmax
?	izsy
?	aoqd
?	tmut
?	gejk
?	vzfk
?	vzf
?	dvf
?	dvfz
?	nijx
?	rico
鹼	jmua
?	kkff
?	ihio
?	deoc
?	ispi
?	hufx
?	mjnr
?	ncre
?	ycpf
蹕	bizu
籩	bmvz
鵯	bwpn
?	cjhp
?	dauz
僨	ffrr
?	fukx
?	gsce
?	gjdg
?	hlbw
澮	hvds
讎	izrf
錈	jrjv
?	jtdr
筧	jmve
?	jidx
價	jprl
贐	jbkd
艫	luvu
蘺	licd
鱺	lial
藶	licl
嚦	likl
錸	ldjl
馮	pkdm
榿	qimj
?	tkiz
鐋	thjp
?	uian
湯	uhdp
詵	ufye
輊	viit
湞	vfdr
憮	wuxw
鐔	xbju
諼	xryy
讞	yjyq
紆	yusy
傴	yurx
瀠	ykdx
?	yctn
懌	yixl
?	xudu
鐿	yijx
?	zgbx
貲	zivr
銨	anjn
筆	bivm
報	bcfy
閉	bimc
餅	bkuk
編	bmsc
標	bnmx
補	bupb
鴇	bcbn
鑌	bbjb
齙	bcvs
檳	bkmb
鏢	bnjx
鉑	bojb
唄	bwkr
鉍	bijb
詞	ciyk
蒼	chcv
倉	chrv
蠶	cjti
燦	cjhe
慘	cjxp
銼	cojt
?	diij
讀	duyd
達	dazd
黨	dhxe
檔	dhme
滌	didm
締	disj
單	djbl
擔	djfa
彈	djgl
誕	djyz
頂	dkdr
訂	dkyd
奪	dodc
馱	domd
棟	dsmd
獨	duqi
鈍	dyjt
噸	dykt
韃	dagz
讜	dhye
諦	diyj
簞	djvl
憚	djxl
懟	dvyx
噠	dakz
貳	eryr
鉺	erje
閥	famg
馮	fgdm
訪	fhyf
煩	fjhr
販	fjky
礬	fjuf
鳧	fupj
廢	fwgd
輔	fuif
駙	fumc
誹	fwyf
紛	ffsd
賦	fukv
釩	fjjf
訃	fuyb
鉻	gejk
貫	grgr
鎬	gcjk
蓋	gdym
閣	gemk
桿	gjmg
趕	gjtg
鍋	gojn
過	gozc
貢	gsgr
賈	guxr
歸	gvle
詭	gvyv
溝	gzds
鋼	ghjx
鈷	gujk
詁	guyk
闞	hjmw
號	hckv
鎬	hcjk
還	hdzb
懷	hkxb
謊	hlyv
渙	hrdd
煥	hrhd
緩	hrsy
歡	hryr
護	hufh
匯	hvdk
穢	hvhx
會	hvrs
劃	hxgd
樺	hxmu
訶	heyk
燴	hvhs
琿	hvwi
鏵	hxju
驊	hxmu
琿	hywi
蟬	ijil
饞	ijud
懺	ijxq
廚	iuic
綽	icsu
襯	ifpc
誠	igyi
遲	iizi
鏟	ijji
鋤	iujl
礎	iuui
釵	idji
硨	ieui
萇	ihci
鴟	iidn
諂	ijyj
種	ishv
絀	iusi
鶉	iywn
鋮	igji
燼	jbhd
絹	jrso
擠	jifl
盡	jbid
勁	jbvl
謹	jbya
錦	jbjj
擊	jiak
機	jimj
級	jisj
繼	jisv
輯	jiie
記	jiyj
計	jiyu
跡	jizd
勁	jkvl
驚	jkxx
講	jlyj
濺	jmdj
減	jmdk
撿	jmfa
韉	jmgz
見	jmke
堅	jmlt
檢	jmma
檻	jmmm
間	jmmo
較	jnix
嬌	jnnl
潔	jpdk
誡	jpyc
決	jtdg
絕	jtsb
據	jufk
鋸	jujk
齟	juvq
懼	juxb
舉	juxl
莢	jxcj
鉀	jxjj
駿	jymw
縉	jbso
覬	jiee
驥	jimb
薊	jicd
璣	jiwj
凈	jkdl
諫	jmyj
嶠	jnel
鉸	jnjx
詰	jpyk
颶	jujb
鎵	jxju
逕	jkzg
誑	klyw
顆	kegr
會	kkrs
闊	komk
貺	klke
嚳	kuxk
塏	kdtj
懇	kfgx
軻	keik
瀨	lddr
灤	lrdm
歷	liil
礫	liul
離	liwd
覽	ljle
纜	ljse
讕	ljyj
嶺	lkes
齡	lkvs
倆	llrl
諒	llyx
簾	lmbj
練	lmsd
連	lmzi
療	lnbl
騾	lomx
朧	lsol
蘆	luch
賂	lukk
盧	lulu
綠	lusu
慮	lvhx
鋁	lvjk
倫	lyrb
婁	lzmn
樂	lcpd
轔	lbil
鋰	lijl
酈	lile
鸝	liln
驪	liml
邐	lizl
濫	ljdm
襤	ljpm
輛	llil
騮	lqmt
鎦	lqjt
瀘	ludu
櫓	lumo
壚	lutu
僂	lzrn
鷚	lqxn
鏤	lzjn
羋	mill
廟	mngy
嗎	makm
媽	manm
馬	mava
錳	mgjm
彌	migx
瞇	miom
謎	miyz
銘	mkjk
縵	mjsy
緲	mnsu
鰻	mjay
鈉	najn
惱	ncxk
攆	nmfi
農	nsdn
嚀	nkkd
嘔	oukx
龐	phgl
嬪	pbnb
諞	pmyc
釙	pojb
區	qukx
親	qblm
豈	qiej
啟	qihk
騎	qimk
輕	qkig
親	qklm
淺	qmdj
鉛	qmjk
竅	qnbv
勸	qryl
欽	qbjr
蘄	qicj
蠐	qiil
鏹	qlji
騫	qmbm
詘	quyi
紉	rfsr
軔	rfir
銣	rujk
嗇	seuk
訟	ssys
廝	siij
鍶	sijx
颼	szjy
?	tsny
濤	tcdc
討	tcyc
貪	tjrr
攤	tjff
譚	tjyu
廳	tkid
聽	tkkj
鉈	tojb
駝	tomb
橢	tomo
貼	tpkk
銅	tsjk
統	tsse
圖	tukd
頹	tvhr
蛻	tvie
頭	tzdd
談	tjyh
鉈	tajb
銻	tijp
慟	tsxl
釷	tujt
鋱	tejx
齠	tnvk
閃	ujmr
篩	udvj
紳	ufsu
勝	ugou
實	uibd
濕	uidy
駛	uimu
蝕	uiui
釤	ujjp
爍	uohl
輸	uuid
豎	uull
書	uuvd
誰	uvyf
諗	ufyx
澠	ugdd
軾	uiig
單	ujbl
綬	uzsy
紙	visu
軋	vaiv
貞	vflr
鎮	vfjb
猙	vgql
箏	vgvl
幟	vijb
識	viyb
濁	vodi
鐘	vsjv
諄	vyyz
?	vzxe
執	vifw
詔	vcyk
譫	vjyk
躑	vize
顓	vrer
謅	vzye
為	wwdd
頑	wjer
襪	wapm
穩	wfhx
問	wfmk
蕪	wucw
誣	wuyr
誤	wuyt
偉	wwrw
?	xbyj
鋅	xbju
釁	xbxb
項	xlgr
詳	xlyy
銜	xmii
線	xmsj
簫	xnvs
諧	xpyb
謝	xpyc
紲	xpsu
銹	xqjn
軒	xrig
選	xrze
兇	xsxk
須	xupr
馴	xymi
饗	xlxl
蘚	xmcy
峴	xmee
蜆	xmie
嫻	xmnm
躚	xmzz
蕭	xncs
嘯	xnks
驍	xnmw
梟	xnpm
綃	xnso
饈	xqui
謔	xtya
噓	xuky
銀	ybjg
異	yisc
櫞	yrmu
訝	yayy
蔭	ybco
搖	ycff
約	ycsu
癢	yhby
楊	yhmp
議	yiyy
煙	yjhd
顏	yjir
嚴	yjyp
釅	yjyy
穎	ykbr
儼	yjry
瑩	ykcy
嬰	ykkn
鸚	ykkn
櫻	ykmn
贏	ykwf
員	yrkr
緣	yrsu
鴛	yrxn
遠	yrze
詠	ysky
傭	ysry
約	ytsu
說	ytye
魚	yuda
嶼	yuey
獄	yuqq
預	yusr
語	yuyk
勻	yybd
醞	yyys
貽	yikk
齦	ybvg
燁	yehu
鎰	yijm
鉛	yjjk
懨	yjxq
鉞	ytjv
覦	yure
鷸	yusn
諛	yuyy
隕	yyer
紜	yyss
魷	yzay
鈾	yzjy
驗	yjma
雜	zajm
載	zdui
資	zidr
鉆	zrjk
總	zsbx
縱	zssr
鑿	zcyk
嘖	zekr
繒	zgso
漬	zidr
錙	zijt
鏃	zuju
諏	zzyy
傯	zsrx
鄒	zzde
骯	aho
骯	ahoj
愛	ai
愛	aipy
噯	aiky
礙	aiuc
曖	aio
嬡	ain
靄	aiy
藹	aicv
愛	aip
曖	aioy
嬡	ainy
靄	aiyv
諳	any
銨	anj
鵪	and
諳	anyo
鵪	andn
襖	aop
鰲	aofa
驁	aofm
襖	aopy
璦	aiwy
錒	aaj
錒	aajk
壩	bat
鈀	baj
壩	batr
鈀	bajb
濱	bb
賓	bbb
繽	bbs
檳	bbmb
擯	bbf
臏	bbo
鑌	bbj
瀕	bbdr
繽	bbsb
擯	bbfb
臏	bbob
報	bc
寶	bcby
飽	bcu
鮑	bca
飽	bcus
鮑	bcas
擺	bdf
敗	bdk
唄	bdkr
擺	bdfs
敗	bdkw
錛	bfj
錛	bfjc
賁	bfur
繃	bgs
繃	bgso
幫	bh
綁	bhs
鎊	bhj
謗	bhy
幫	bhfj
綁	bhse
鎊	bhjf
謗	bhyf
筆	biv
幣	bip
畢	bibu
閉	bim
斃	bib
嗶	bik
嗶	biku
賁	biur
鉍	bij
篳	bivu
紕	bis
幣	bipj
紕	bisb
辦	bj
辦	bjld
頒	bjb
絆	bjs
鈑	bjjy
頒	bjbr
絆	bjsb
餅	bku
稟	bkw
稟	bkwx
邊	bm
變	bmw
編	bms
邊	bmzl
貶	bmk
芐	bmc
變	bmwy
貶	bmkf
芐	bmcb
標	bnm
鏢	bnj
驃	bnmx
鑣	bnjh
撥	bo
撥	bofd
駁	bomx
缽	bojb
鉑	boj
鈸	bojd
餑	bouz
鱉	bpda
癟	bpb
癟	bpbb
補	bup
唄	bwk
貝	bwkr
備	bww
輩	bwfi
鋇	bwj
憊	bwwx
備	bwwt
鋇	bwjr
蓽	bic
儐	bbr
儐	bbrb
潷	bidm
鰾	bna
鰾	bnax
颮	bnjs
鵓	boun
賓	bbbb
備	bw
財	cdk
財	cdkc
測	ce
側	cer
柵	cem
測	cedd
廁	cei
惻	cex
側	cerd
柵	cemc
廁	ceid
惻	cexd
測	ced
倉	chr
蒼	chc
艙	chv
滄	chd
傖	chrv
艙	chvv
滄	chdv
詞	ciy
賜	cik
茲	ciby
鶿	cibn
賜	cikw
慘	cjx
燦	cjh
摻	cjf
蠶	cjt
慚	cjxj
摻	cjfp
錯	co
錯	cojo
銼	coj
竄	cr
躥	crz
竄	crbi
躥	crzi
竄	crb
從	cs
蔥	csc
叢	csr
從	csrr
樅	csmr
驄	csm
蔥	cscx
叢	csra
驄	csmx
湊	cz
輳	czi
輳	czit
驂	cjm
驂	cjmp
攛	crfi
蓯	cscr
湊	czdt
達	daz
噠	dak
韃	dag
憚	dax
島	dcp
導	dcs
搗	dcf
禱	dcpc
燾	dcfh
島	dcpe
導	dcsc
搗	dcfe
貸	ddr
詒	ddy
貸	ddrr
詒	ddyk
燈	dgh
鄧	dgy
鐙	dgja
燈	dghd
鄧	dgye
當	dh
黨	dhx
檔	dhm
擋	dhf
蕩	dhc
當	dhxe
鐺	dhj
襠	dhp
讜	dhy
碭	dhup
擋	dhfe
蕩	dhcp
鐺	dhje
襠	dhpe
遞	diz
諦	diy
滌	did
締	dis
鏑	dij
詆	diyd
遞	dizp
?	dii
鏑	dijk
單	djb
彈	djg
擔	djf
誕	djy
撣	djfl
憚	djx
鄲	djbe
頂	dkd
訂	dky
釘	dkj
錠	dkjr
鋌	dkjz
釘	dkjd
點	dm
電	dml
點	dmlh
墊	dmf
鈿	dmj
電	dmlv
顛	dmur
墊	dmft
鈿	dmjt
調	dn
釣	dnj
調	dnyk
鳥	dnw
鳥	dnp
鳥	dnwd
鳥	dnpa
鯛	dna
鯛	dnak
奪	dod
墮	doe
馱	dom
鐸	dojl
墮	doet
疊	dpy
諜	dpym
疊	dpyq
鍛	drj
緞	drs
鍛	drjy
緞	drsy
動	ds
東	dsa
動	dsel
棟	dsm
凍	dsdd
東	dsad
讀	du
獨	duq
賭	duk
篤	duv
鍍	duj
瀆	dudd
櫝	dumd
讀	duy
賭	duko
篤	duvm
鍍	dujy
對	dv
隊	dve
對	dvyc
頓	dy
噸	dyk
頓	dytr
燉	dyh
鈍	dyj
躉	dywr
燉	dyht
竇	dzbd
讀	dzyd
賧	djkh
癉	djbl
幬	dcj
幬	dcjc
紿	ddsk
糴	dirm
覿	diue
?	diul
銚	dnjd
?	doty
鰈	dpa
鰈	dpam
?	dpop
銩	dqj
銩	dqjs
籪	drv
籪	drvj
鶇	dsdn
崠	dsed
鐓	dvj
鐓	dvjw
懟	dvy
鈄	dzj
鈄	dzju
東	ds
額	ee
惡	eey
餓	eeu
額	eebr
鵝	eew
訛	eeyb
鱷	eea
鍔	eej
諤	eeyk
顎	eekr
鶚	eekn
鋨	eejw
堊	eeyt
額	eeb
惡	eeyx
餓	eeuw
鵝	eewn
鱷	eeak
鍔	eejk
億	eirv
義	eidx
藝	eic
儀	eiry
醫	eiku
憶	eixv
異	eis
譯	eiyl
議	eiy
蟻	eiiy
誼	eiyq
軼	eiiu
貽	eik
詣	eiyo
銥	eijy
囈	eikv
繹	eisl
詒	eiyk
縊	eism
飴	eiuk
鎰	eij
釔	eijv
嶧	eiel
藝	eicv
異	eisc
頤	eii
兒	erp
爾	erd
邇	erz
貳	ery
餌	eru
鉺	erj
兒	erpv
爾	erdx
邇	erzx
餌	erue
軛	eeiv
閼	eem
閼	eemd
鴯	ere
鴯	eren
鮞	erae
鶴	eh
爾	e
發	fav
閥	fam
琺	faw
發	favd
琺	faws
糞	ffmb
墳	fft
憤	ffx
紛	ffs
墳	fftw
憤	ffxr
風	fg
楓	fgm
馮	fgd
風	fgjx
鳳	fgjy
瘋	fgb
豐	fga
鋒	fgj
縫	fgs
灃	fgdf
諷	fgy
楓	fgmx
瘋	fgbx
豐	fgal
鋒	fgjf
縫	fgsz
諷	fgyx
訪	fhy
紡	fhs
魴	fha
紡	fhsf
魴	fhaf
飯	fju
煩	fjh
販	fjk
飯	fjuy
負	fud
復	fupw
婦	fun
賦	fuk
輔	fui
膚	fuof
縛	fus
輻	fuit
駙	fum
紱	fusd
訃	fuy
負	fudr
婦	fune
縛	fusc
費	fw
費	fwfr
廢	fwg
緋	fws
誹	fwy
緋	fwsf
鈁	fhj
鈁	fhjf
鮒	fuac
嘸	fukw
紼	fusf
?	fudx
鯡	fwa
鯡	fwaf
鐨	fwj
鐨	fwjr
發	f
貫	grk
慣	gro
個	g
軋	gai
軋	gaiv
鎬	gcj
鋯	gcjk
誥	gcyk
縞	gcsk
該	gd
蓋	gdy
鈣	gdjg
該	gdyr
賅	gdk
賅	gdkr
個	gerl
擱	gef
鴿	ger
鉻	gej
鎘	gejl
頜	gerr
蓋	gey
蓋	geym
擱	gefk
鴿	gern
頸	ggv
賡	gggr
頸	ggvr
剛	gh
鋼	ghj
崗	ghe
剛	ghkd
岡	ghk
綱	ghs
崗	ghex
岡	ghkx
綱	ghsx
趕	gjt
桿	gjm
贛	gjl
搟	gjf
稈	gjh
紺	gjs
贛	gjlr
搟	gjfg
稈	gjhg
紺	gjsg
廣	gld
獷	glq
廣	glw
廣	gldi
廣	glwp
獷	glqg
過	go
國	gok
鍋	goj
渦	godn
槨	gomz
幗	gojy
蟈	goiy
堝	got
國	goky
堝	gotn
關	gr
觀	gry
館	gru
關	grbt
慣	grx
貫	grvr
貫	grmr
綸	grs
鸛	grcn
摜	grfr
鰥	gra
觀	grye
館	gruk
慣	grxr
綸	grsb
鰥	grad
貢	gsg
鞏	gsgf
蠱	guim
鈷	guj
詁	guy
鶻	gug
賈	gux
錮	gujk
鴣	guun
鶻	gugn
貴	gv
歸	gvl
貴	gvvr
規	gvf
軌	gvi
詭	gvy
閨	gvmt
檜	gvms
鮭	gva
劊	gvr
鱖	gvar
規	gvfe
軌	gvij
鮭	gvat
劊	gvrd
給	gw
給	gws
給	gwsk
掛	gx
掛	gxft
輥	gyi
輥	gyib
溝	gzd
購	gzk
鉤	gzj
茍	gzc
詬	gzy
購	gzks
鉤	gzjs
茍	gzck
構	gzms
詬	gzyk
摑	gof
摑	gofy
轂	guuy
紇	ges
紇	gesq
鯁	gga
鯁	ggag
綆	ggs
綆	ggsg
?	ghmx
咼	gokn
劌	gve
劌	gved
媯	gvn
媯	gvnw
鄶	gvre
鴰	gxqn
咼	gxkn
鯀	gya
鯀	gyax
緄	gys
緄	gysb
袞	gyw
袞	gywy
覯	gza
覯	gzae
覯	gzje
緱	gzs
緱	gzsu
釓	gajv
詿	gxyt
號	hck
鎬	hcj
顥	hcor
蠔	hci
蠔	hcim
還	hd
駭	hdm
駭	hdmr
賀	hel
鶴	hedn
嚇	hekx
闔	hemm
頜	herr
訶	hey
閡	hemr
賀	helr
橫	hg
橫	hgmb
絎	hhs
絎	hhsi
漢	hjd
闞	hjm
頷	hjr
漢	hjdy
頷	hjrr
壞	hk
懷	hkx
壞	hktb
壞	hkt
謊	hly
鰉	hla
鰉	hlaw
貨	hor
獲	hoc
禍	hop
鑊	hoj
貨	horr
獲	hocq
禍	hopn
換	hr
還	hrz
環	hrw
歡	hry
煥	hrh
緩	hrs
喚	hrk
渙	hrd
瘓	hrb
換	hrfd
還	hrzb
環	hrwb
喚	hrkd
瘓	hrbd
紅	hs
鴻	hsdn
閎	hsm
訌	hsy
閎	hsms
訌	hsyg
護	huf
滬	hud
鵠	hun
滸	hudw
鶻	hugn
鵠	hunn
會	hv
噦	hvkx
輝	hvxi
匯	hvd
毀	hvj
暉	hvo
揮	hvf
繪	hvs
墮	hve
諱	hvy
穢	hvh
賄	hvko
薈	hvc
檜	hvm
誨	hvym
琿	hvw
詼	hvyh
會	hvr
毀	hvjy
揮	hvfi
繪	hvss
墮	hvet
諱	hvyw
薈	hvcs
檜	hvms
話	hx
華	hxru
畫	hxa
劃	hxg
嘩	hxk
樺	hxm
鏵	hxj
畫	hxak
嘩	hxku
渾	hyd
葷	hyc
琿	hyw
餛	hyub
諢	hyy
渾	hydi
葷	hyci
諢	hyyi
暉	hvoi
鉿	haj
鉿	hajk
紇	hes
紇	hesq
咼	hekn
頏	hhw
頏	hhwr
頇	hjgr
?	hjkw
鑊	hojy
鈥	hojh
?	hohf
鯇	hra
鯇	hrae
鍰	hrjy
?	hro
?	hroy
葒	hscg
鶘	huun
閽	hym
閽	hymo
鱟	hzx
鱟	hzxa
紅	hssg
話	hxyk
剎	iax
剎	iaxd
詫	iayq
鈔	icj
綽	ics
鈔	icju
釵	idj
儕	idr
儕	idrl
車	ie
徹	iei
徹	ieid
車	iea
塵	ifx
稱	ifh
襯	ifp
諶	ifyv
讖	ify
磣	ifu
傖	ifr
稱	ifhx
塵	ifxt
讖	ifyj
磣	ifup
傖	ifrv
誠	igy
稱	igh
騁	igmv
鐺	igje
搶	igfv
懲	igi
蟶	igit
檉	igmt
稱	ighx
懲	igix
鋮	igj
廠	iha
